height,lenght,area,eccen,p_black,p_and,mean_tr,blackpix,blackand,wb_trans,outcome
?,25.0,175.0,3.571,0.1889999999999999,0.8059999999999999,1.22,?,?,27.0,1
11.0,?,?,12.818,?,?,2.85,?,1225.0,?,1
8.0,109.0,?,13.625,0.2,?,1.39,174.0,745.0,?,1
?,13.0,91.0,?,?,0.484,2.0,14.0,44.0,7.0,0
6.0,?,78.0,2.167,0.551,?,?,43.0,?,17.0,1
?,98.0,882.0,?,0.185,0.662,1.58,?,?,103.0,1
?,?,?,6.714,?,?,?,?,?,?,1
?,?,2444.0,?,0.188,?,1.67,?,?,275.0,1
12.0,?,?,6.0,0.281,0.807,2.15,?,697.0,?,1
5.0,5.0,?,1.0,?,0.72,?,7.0,18.0,?,1
?,12.0,132.0,?,0.492,?,?,65.0,?,15.0,1
8.0,?,?,2.75,0.3979999999999999,0.79,2.59,?,?,27.0,1
6.0,7.0,?,?,?,?,?,?,?,8.0,1
?,184.0,2024.0,?,0.471,?,?,?,1791.0,?,1
?,?,147.0,3.0,?,0.912,?,?,134.0,31.0,1
10.0,?,850.0,?,?,?,2.28,283.0,?,124.0,1
?,?,?,24.438,?,0.674,?,?,?,477.0,1
?,?,52.0,52.0,?,?,?,41.0,52.0,?,0
8.0,8.0,?,?,?,?,?,?,50.0,?,1
?,?,28.0,28.0,0.4639999999999999,?,2.17,?,?,6.0,0
7.0,17.0,119.0,2.4290000000000003,?,?,1.73,?,88.0,11.0,1
?,30.0,240.0,?,?,?,1.23,54.0,?,?,1
?,?,?,2.222,0.294,?,?,53.0,104.0,35.0,1
16.0,121.0,?,7.563,?,?,?,767.0,1182.0,137.0,1
8.0,36.0,?,?,0.5589999999999999,0.944,3.04,161.0,?,53.0,1
?,?,96.0,1.5,?,?,2.83,?,?,?,1
?,46.0,?,?,0.278,?,?,?,?,?,1
14.0,440.0,?,?,0.158,0.626,?,975.0,?,?,1
?,?,?,268.0,0.505,0.512,?,?,?,3.0,0
8.0,?,1920.0,?,?,0.635,?,370.0,?,?,1
?,?,600.0,?,0.345,?,1.68,?,477.0,?,1
9.0,?,?,?,?,?,2.07,?,?,?,1
10.0,?,2520.0,?,0.377,?,?,950.0,1953.0,?,1
?,?,?,2.8,0.586,0.943,?,?,66.0,?,1
66.0,?,?,0.045,?,0.909,?,?,180.0,?,0
8.0,?,?,3.375,0.3429999999999999,?,1.76,?,?,?,1
?,?,43.0,?,?,?,?,39.0,?,4.0,0
6.0,?,114.0,?,?,0.956,?,?,109.0,25.0,1
5.0,?,15.0,?,?,?,?,?,?,?,0
?,83.0,?,9.222,0.335,0.843,?,250.0,?,122.0,1
6.0,?,?,?,0.292,?,1.62,?,56.0,13.0,1
?,97.0,?,9.7,0.425,0.825,?,?,?,?,1
?,?,?,?,0.433,0.967,?,13.0,29.0,8.0,1
?,36.0,?,4.0,0.395,0.6729999999999999,?,?,218.0,?,1
?,?,?,1.5,?,0.917,1.56,39.0,?,?,1
9.0,39.0,351.0,4.333,0.293,?,?,103.0,329.0,50.0,1
?,15.0,105.0,?,0.3329999999999999,?,?,35.0,?,?,1
2.0,?,1072.0,268.0,0.5379999999999999,0.737,?,?,790.0,19.0,0
?,39.0,390.0,?,0.308,0.721,1.69,120.0,?,71.0,1
?,126.0,1260.0,?,?,0.848,?,?,?,185.0,1
?,43.0,344.0,5.375,?,0.8140000000000001,?,120.0,?,53.0,1
?,36.0,288.0,?,0.299,?,?,?,?,?,1
?,16.0,128.0,?,0.211,?,?,27.0,?,19.0,1
10.0,63.0,?,6.3,?,?,?,?,?,?,1
8.0,?,?,1.0,0.359,?,1.53,23.0,62.0,?,1
1.0,85.0,85.0,?,0.882,?,?,75.0,?,?,0
?,3.0,294.0,0.031,?,0.486,141.0,?,?,1.0,0
?,322.0,9982.0,10.387,0.6890000000000001,?,?,?,?,408.0,1
?,33.0,363.0,?,0.278,0.73,?,101.0,265.0,?,1
?,122.0,1098.0,13.556,0.3329999999999999,0.8290000000000001,2.54,?,?,144.0,1
?,?,?,?,?,?,1.17,?,35.0,12.0,1
7.0,7.0,49.0,1.0,0.918,0.959,22.5,45.0,?,2.0,1
?,102.0,?,102.0,0.961,1.0,24.5,98.0,?,?,0
?,5.0,20.0,?,?,0.8,?,7.0,?,?,0
?,?,2176.0,34.0,0.1969999999999999,?,?,428.0,?,310.0,1
17.0,?,?,?,0.362,?,?,?,?,2.0,1
10.0,?,?,0.7,?,?,?,22.0,?,?,1
?,55.0,?,55.0,0.564,?,?,?,?,3.0,0
10.0,?,2630.0,26.3,0.204,?,1.54,537.0,1550.0,?,1
7.0,14.0,?,2.0,0.296,?,?,29.0,88.0,?,1
?,4.0,?,?,0.31,0.643,?,26.0,?,?,0
8.0,?,?,?,0.16,?,?,?,769.0,?,1
10.0,17.0,170.0,1.7,?,?,2.38,38.0,?,?,1
?,19.0,152.0,?,0.355,?,2.0,54.0,?,27.0,1
?,84.0,?,?,0.917,?,19.25,77.0,?,?,0
?,?,78.0,2.167,0.372,?,1.71,29.0,77.0,?,1
?,155.0,1550.0,?,0.275,?,1.85,427.0,1244.0,?,1
8.0,?,?,?,0.304,?,1.38,95.0,236.0,69.0,1
8.0,?,1056.0,16.5,?,?,2.1,380.0,?,181.0,1
7.0,25.0,175.0,3.571,?,0.7090000000000001,?,?,124.0,?,1
?,52.0,572.0,4.727,?,0.605,2.05,160.0,?,78.0,1
?,264.0,?,29.333,0.1969999999999999,?,1.34,468.0,1558.0,?,1
?,45.0,?,?,0.319,?,2.11,129.0,?,61.0,1
8.0,?,376.0,?,0.34,0.753,2.0,?,283.0,64.0,1
10.0,?,290.0,2.9,0.221,?,3.56,64.0,166.0,?,1
9.0,9.0,?,1.0,?,0.802,2.38,31.0,65.0,?,1
?,337.0,8088.0,14.042,0.945,1.0,18.29,7647.0,8088.0,418.0,1
8.0,8.0,?,?,?,0.7659999999999999,1.64,?,49.0,?,1
5.0,33.0,165.0,6.6,?,0.909,1.27,?,150.0,?,1
8.0,?,?,?,?,0.892,1.83,117.0,?,64.0,1
7.0,51.0,357.0,?,0.207,?,?,?,346.0,65.0,1
?,22.0,264.0,?,0.542,?,?,?,?,16.0,1
5.0,95.0,475.0,?,?,?,1.73,121.0,374.0,70.0,1
10.0,30.0,300.0,?,?,0.93,1.79,?,279.0,56.0,1
?,18.0,?,1.8,0.294,0.911,?,53.0,?,28.0,1
8.0,?,112.0,1.75,0.4379999999999999,?,?,49.0,86.0,?,1
?,?,12.0,1.3330000000000002,?,0.667,8.0,?,8.0,?,1
?,276.0,?,?,?,0.846,?,?,?,?,1
9.0,?,?,11.889,?,?,1.38,201.0,?,?,1
?,?,7300.0,?,0.472,0.915,?,?,?,?,1
?,?,69.0,69.0,0.667,?,4.18,46.0,69.0,?,0
9.0,32.0,?,3.556,?,0.792,?,?,228.0,?,1
?,12.0,?,1.5,0.406,0.8959999999999999,?,39.0,?,21.0,1
7.0,223.0,1561.0,31.857,0.121,?,1.33,?,?,142.0,1
?,56.0,?,4.667,?,?,2.02,?,?,?,1
8.0,274.0,?,?,0.15,?,?,329.0,1277.0,244.0,1
5.0,?,140.0,5.6,0.3289999999999999,0.871,?,46.0,?,26.0,1
?,115.0,?,115.0,0.2,1.0,4.6,?,115.0,?,0
10.0,?,110.0,1.1,0.427,?,1.52,47.0,110.0,31.0,1
?,33.0,330.0,3.3,?,?,?,113.0,?,68.0,1
7.0,?,441.0,?,?,0.991,1.61,?,437.0,79.0,1
1.0,167.0,167.0,167.0,0.192,?,?,?,167.0,31.0,1
8.0,?,?,2.875,0.353,0.826,?,?,152.0,?,1
14.0,385.0,5390.0,27.5,0.369,?,?,1990.0,?,412.0,1
7.0,10.0,?,1.429,0.3289999999999999,0.8140000000000001,1.28,?,?,18.0,1
?,?,544.0,?,?,0.868,?,183.0,472.0,?,1
7.0,9.0,?,1.286,?,?,?,?,43.0,11.0,1
?,?,?,?,0.4,?,3.48,?,613.0,?,1
?,?,?,?,?,0.774,2.1,21.0,?,10.0,1
?,?,?,?,0.3389999999999999,?,2.22,171.0,469.0,77.0,1
?,288.0,2880.0,?,?,?,1.5,?,?,365.0,1
7.0,?,189.0,3.857,0.238,?,?,?,?,?,1
?,141.0,?,10.071,0.278,0.67,?,549.0,1323.0,240.0,1
?,?,?,?,0.391,0.8170000000000001,1.98,190.0,?,96.0,1
10.0,?,?,25.1,0.151,?,1.29,?,1423.0,293.0,1
?,?,?,44.0,?,1.0,5.33,32.0,44.0,6.0,0
?,?,138.0,?,?,?,2.36,52.0,119.0,22.0,1
9.0,27.0,?,3.0,?,?,1.85,?,?,47.0,1
10.0,?,770.0,7.7,?,?,2.64,361.0,697.0,137.0,1
?,72.0,?,?,?,0.78,1.79,197.0,?,110.0,1
10.0,18.0,180.0,1.8,?,0.9,6.94,118.0,162.0,17.0,1
?,24.0,?,?,0.26,?,?,?,129.0,27.0,1
?,159.0,1431.0,17.667,?,0.605,?,?,866.0,?,1
?,?,?,?,1.0,?,8.0,?,8.0,1.0,0
7.0,?,?,?,?,?,?,?,?,?,1
7.0,?,84.0,1.714,0.452,?,?,?,80.0,?,1
?,?,1848.0,?,?,0.569,1.64,421.0,?,257.0,1
12.0,?,?,?,0.621,?,9.65,164.0,208.0,?,1
?,?,?,?,0.427,?,?,128.0,234.0,?,1
7.0,?,?,?,?,?,?,?,190.0,?,1
8.0,?,936.0,?,0.173,?,?,162.0,?,?,1
?,37.0,333.0,4.111000000000001,?,?,1.54,?,?,46.0,1
?,?,?,?,?,?,7.0,?,7.0,1.0,1
?,?,?,14.0,?,1.0,?,13.0,14.0,?,0
?,?,2992.0,?,?,?,?,511.0,1824.0,?,1
?,?,84.0,2.333,0.2739999999999999,?,1.28,?,?,18.0,1
?,26.0,156.0,4.333,?,?,?,?,?,?,1
1.0,22.0,22.0,22.0,?,?,?,18.0,?,4.0,0
8.0,?,?,8.875,?,?,1.83,187.0,441.0,102.0,1
?,?,?,?,?,0.75,3.36,?,165.0,11.0,1
8.0,?,112.0,?,0.4639999999999999,0.768,2.6,52.0,86.0,20.0,1
14.0,326.0,4564.0,23.286,?,0.589,?,?,2689.0,?,1
?,49.0,?,6.125,?,0.742,?,159.0,?,?,1
?,107.0,?,107.0,0.8690000000000001,1.0,18.6,?,?,?,0
9.0,195.0,1755.0,21.667,0.126,0.3829999999999999,1.53,?,?,144.0,1
8.0,12.0,?,1.5,?,?,?,?,96.0,?,1
?,20.0,180.0,?,0.55,0.733,?,99.0,132.0,?,1
?,?,1729.0,?,?,0.721,4.9,622.0,1247.0,127.0,1
?,18.0,?,?,?,?,?,?,?,31.0,1
5.0,7.0,35.0,?,?,0.8859999999999999,3.5,?,?,?,1
5.0,53.0,?,?,?,?,?,59.0,?,46.0,1
?,20.0,40.0,?,0.775,?,?,31.0,34.0,1.0,0
9.0,?,1629.0,?,0.217,0.6609999999999999,?,354.0,1077.0,?,1
12.0,?,996.0,?,?,0.8140000000000001,?,?,?,151.0,1
2.0,?,?,?,?,0.556,?,?,10.0,?,0
6.0,30.0,?,?,?,?,3.12,81.0,150.0,?,1
?,34.0,340.0,?,?,?,?,?,303.0,?,1
10.0,26.0,?,?,?,0.769,2.09,92.0,?,?,1
9.0,?,?,?,0.318,?,?,?,?,84.0,1
?,?,?,4.6,?,?,2.56,?,1868.0,333.0,1
7.0,33.0,?,?,0.299,0.848,1.44,?,?,?,1
6.0,?,?,?,?,?,?,122.0,370.0,86.0,1
7.0,?,?,?,0.321,?,?,18.0,?,?,1
?,?,175.0,?,?,?,1.41,58.0,156.0,?,1
11.0,303.0,?,?,0.151,0.2,7.49,502.0,666.0,?,1
67.0,?,19832.0,4.418,0.088,?,?,?,?,1134.0,1
7.0,11.0,77.0,?,?,?,1.75,35.0,75.0,?,1
?,6.0,54.0,?,0.37,0.907,?,?,?,8.0,1
?,321.0,2889.0,35.667,?,0.5529999999999999,?,446.0,1597.0,339.0,1
8.0,?,?,?,?,?,1.61,58.0,?,?,1
?,292.0,?,?,0.203,?,?,594.0,?,397.0,1
8.0,16.0,128.0,?,?,?,1.8,54.0,109.0,30.0,1
?,?,?,?,0.268,0.732,1.67,15.0,41.0,9.0,1
?,?,?,?,0.3779999999999999,0.961,2.73,?,1055.0,152.0,1
?,117.0,117.0,117.0,0.3929999999999999,?,5.75,46.0,117.0,?,0
10.0,?,?,?,0.337,?,2.62,118.0,?,45.0,1
5.0,27.0,?,5.4,0.407,?,2.12,?,?,?,1
6.0,?,?,9.5,0.4529999999999999,0.906,2.46,155.0,?,?,1
9.0,?,2250.0,?,0.347,?,?,781.0,?,320.0,1
2.0,?,92.0,?,0.5870000000000001,0.7609999999999999,?,?,70.0,3.0,0
?,?,153.0,?,0.307,0.987,?,47.0,151.0,34.0,1
8.0,?,2768.0,43.25,0.166,?,1.35,?,1828.0,339.0,1
?,135.0,1080.0,16.875,0.077,?,1.54,83.0,317.0,54.0,1
10.0,121.0,1210.0,?,?,?,?,?,?,192.0,1
?,51.0,459.0,5.667000000000001,0.296,?,2.34,?,361.0,?,1
8.0,?,368.0,5.75,0.34,0.611,?,?,?,?,1
?,233.0,?,21.182,0.245,?,1.8,?,1734.0,?,1
9.0,?,1359.0,16.778,0.185,0.5660000000000001,1.39,251.0,769.0,?,1
?,?,?,?,?,0.787,?,1208.0,2305.0,?,1
?,?,?,14.125,?,?,?,190.0,686.0,?,1
?,?,1452.0,12.0,0.1889999999999999,?,2.04,?,?,?,1
11.0,38.0,?,?,?,0.852,1.96,?,356.0,70.0,1
8.0,61.0,?,?,0.342,?,?,167.0,?,86.0,1
?,14.0,70.0,?,?,0.8140000000000001,3.6,?,?,5.0,1
7.0,11.0,77.0,1.571,?,0.5579999999999999,?,11.0,?,?,1
?,?,70.0,2.8,0.414,0.943,?,?,66.0,?,1
9.0,155.0,?,17.222,0.366,?,?,?,1008.0,201.0,1
9.0,35.0,315.0,?,0.381,0.8059999999999999,2.14,?,254.0,56.0,1
7.0,30.0,?,4.2860000000000005,?,0.79,1.54,?,166.0,48.0,1
?,?,94.0,?,?,?,3.31,53.0,?,16.0,0
?,99.0,396.0,24.75,0.503,?,2.4,?,373.0,?,1
7.0,18.0,?,2.571,0.397,0.984,1.79,?,124.0,28.0,1
8.0,15.0,120.0,?,0.317,?,2.0,?,?,?,1
7.0,?,?,0.5710000000000001,?,?,3.67,?,19.0,3.0,1
5.0,?,?,?,0.376,?,2.91,?,?,11.0,1
6.0,62.0,?,10.333,0.2339999999999999,0.852,1.36,87.0,317.0,?,1
?,?,153.0,0.529,0.209,0.497,1.88,?,76.0,?,0
6.0,96.0,?,?,?,?,?,135.0,385.0,?,1
?,?,?,4.111000000000001,0.598,0.946,3.49,199.0,?,57.0,1
?,15.0,120.0,?,?,?,1.96,51.0,?,26.0,1
6.0,?,?,?,0.149,0.375,1.47,?,?,?,1
8.0,21.0,?,?,?,0.917,?,73.0,154.0,31.0,1
7.0,?,315.0,?,?,?,?,75.0,211.0,?,1
6.0,?,576.0,?,0.238,?,?,?,?,?,1
14.0,?,3822.0,?,?,0.701,?,1424.0,2681.0,310.0,1
8.0,?,?,?,?,0.7440000000000001,1.68,?,?,?,1
?,?,80.0,?,?,0.925,?,?,?,?,1
7.0,19.0,?,?,?,?,?,38.0,?,23.0,1
?,14.0,98.0,2.0,0.327,0.99,2.67,?,?,12.0,1
?,535.0,4815.0,?,?,0.667,1.36,?,3214.0,?,1
?,51.0,?,?,?,?,?,?,?,86.0,1
?,62.0,?,5.636,0.218,0.705,?,?,481.0,92.0,1
?,?,?,6.222,?,?,1.26,?,304.0,84.0,1
?,183.0,?,16.636,?,?,?,?,1693.0,207.0,1
9.0,93.0,?,10.333,?,?,?,217.0,?,?,1
?,49.0,441.0,?,0.265,0.653,?,117.0,288.0,?,1
?,?,104.0,1.625,0.423,?,1.76,?,?,25.0,1
?,277.0,22991.0,3.337,?,?,6.86,4138.0,8387.0,603.0,0
25.0,1.0,?,0.04,1.0,1.0,25.0,25.0,?,1.0,0
?,135.0,?,5.625,?,?,18.69,2953.0,?,?,1
9.0,175.0,1575.0,?,0.177,?,?,279.0,?,?,1
?,38.0,?,?,0.426,0.989,1.42,81.0,188.0,?,1
10.0,40.0,400.0,4.0,0.3379999999999999,0.878,1.9,135.0,?,71.0,1
7.0,?,?,?,0.4029999999999999,0.974,?,?,75.0,21.0,1
?,96.0,?,?,?,?,1.77,?,?,?,1
13.0,228.0,?,17.538,0.24,0.933,?,?,?,235.0,1
9.0,?,?,?,?,0.529,1.75,?,?,?,1
9.0,45.0,?,5.0,?,?,?,?,?,54.0,1
8.0,?,672.0,?,0.36,0.954,?,?,641.0,?,1
?,22.0,176.0,2.75,0.4029999999999999,?,2.03,71.0,176.0,?,1
8.0,?,?,0.625,?,?,?,?,?,11.0,1
9.0,105.0,?,11.667,0.3339999999999999,0.8690000000000001,?,?,821.0,144.0,1
10.0,159.0,?,15.9,?,0.763,?,600.0,1213.0,192.0,1
8.0,?,568.0,?,0.289,?,1.64,164.0,?,?,1
9.0,?,252.0,?,?,?,?,63.0,194.0,43.0,1
2.0,157.0,314.0,?,0.506,0.551,?,159.0,?,?,0
8.0,11.0,88.0,1.375,?,?,?,?,?,17.0,1
?,9.0,?,?,0.522,0.6559999999999999,?,47.0,?,5.0,1
?,71.0,?,?,?,?,1.57,140.0,408.0,89.0,1
8.0,?,?,?,0.411,?,?,102.0,?,?,1
?,?,108.0,3.0,0.3429999999999999,0.926,1.76,37.0,100.0,21.0,1
5.0,?,130.0,5.2,?,0.785,2.37,?,102.0,?,1
?,11.0,?,1.571,?,?,?,28.0,?,16.0,1
?,27.0,216.0,3.375,0.208,0.852,?,?,184.0,31.0,1
?,?,1578.0,?,?,?,1.11,?,?,?,1
7.0,?,1148.0,23.429,0.281,0.838,1.6,?,?,202.0,1
24.0,?,?,7.082999999999999,?,?,17.04,?,4075.0,223.0,1
?,?,161.0,?,?,?,1.37,?,?,41.0,1
?,?,98.0,?,?,0.612,?,18.0,60.0,1.0,1
?,80.0,?,8.0,?,?,2.06,?,?,122.0,1
8.0,?,472.0,7.375,0.381,?,2.77,180.0,?,?,1
?,?,234.0,?,?,0.7390000000000001,1.58,?,?,45.0,1
?,25.0,?,2.273,0.276,?,1.9,76.0,?,?,1
12.0,261.0,?,?,0.223,?,1.92,698.0,1810.0,?,1
7.0,92.0,?,13.143,0.309,?,?,199.0,?,?,1
?,537.0,1074.0,?,?,0.5670000000000001,?,562.0,609.0,?,0
11.0,?,?,?,0.295,0.6940000000000001,?,?,252.0,54.0,1
?,52.0,416.0,6.5,0.45,?,?,?,?,65.0,1
?,43.0,?,8.6,0.265,?,1.33,57.0,?,?,1
?,?,?,8.167,?,?,?,94.0,?,?,1
8.0,?,?,?,0.406,?,?,13.0,32.0,6.0,1
1.0,12.0,?,12.0,0.667,?,?,8.0,?,?,0
9.0,?,?,3.0,0.346,0.951,?,84.0,231.0,43.0,1
28.0,333.0,9324.0,11.893,?,?,?,3270.0,6057.0,?,1
10.0,?,?,3.6,0.264,?,?,?,?,?,1
?,21.0,168.0,2.625,0.5479999999999999,1.0,3.54,92.0,168.0,26.0,1
?,?,?,257.0,1.0,1.0,?,257.0,?,1.0,0
?,63.0,?,?,?,0.6940000000000001,?,?,?,?,1
?,?,?,4.375,0.3929999999999999,0.918,?,110.0,?,?,1
11.0,64.0,?,5.818,?,0.597,?,?,?,88.0,1
10.0,?,?,24.0,?,?,?,?,?,?,1
?,?,950.0,237.5,0.504,0.544,95.8,?,?,?,0
?,12.0,?,?,0.208,?,?,25.0,?,15.0,0
8.0,?,48.0,0.75,0.5,0.8540000000000001,?,24.0,41.0,?,1
?,275.0,2200.0,34.375,0.209,?,1.31,460.0,?,351.0,1
?,?,6784.0,26.5,?,?,5.16,?,?,?,1
2.0,?,?,?,0.184,0.5529999999999999,?,7.0,21.0,?,1
10.0,212.0,2120.0,21.2,?,0.61,?,508.0,1293.0,274.0,1
?,?,2695.0,22.273000000000003,?,0.8290000000000001,?,?,2235.0,365.0,1
1.0,70.0,?,70.0,1.0,?,70.0,70.0,70.0,1.0,0
?,?,?,11.545,0.266,?,?,371.0,?,?,1
?,?,42.0,1.167,?,0.833,?,?,?,?,1
14.0,5.0,?,?,?,0.514,6.2,31.0,36.0,?,1
12.0,72.0,?,?,0.615,0.862,?,?,?,83.0,1
9.0,?,801.0,9.889,0.3,0.5589999999999999,?,240.0,?,110.0,1
?,?,?,2.833,0.245,?,1.56,?,61.0,16.0,1
?,292.0,7300.0,?,0.45,?,7.23,?,?,?,1
11.0,101.0,1111.0,?,0.264,0.852,1.65,293.0,?,178.0,1
?,4.0,16.0,?,?,?,?,?,?,1.0,1
8.0,29.0,232.0,?,?,?,?,?,232.0,?,1
14.0,?,266.0,?,?,?,30.0,?,?,1.0,0
4.0,114.0,456.0,28.5,?,0.978,1.83,?,?,?,1
?,?,?,2.167,?,?,1.67,?,45.0,?,1
?,11.0,66.0,1.833,?,?,?,?,?,16.0,1
10.0,?,1260.0,?,0.456,0.875,2.98,575.0,1103.0,193.0,1
9.0,32.0,288.0,3.556,?,?,2.07,?,?,?,1
?,299.0,?,?,0.133,0.574,?,358.0,?,274.0,1
10.0,?,800.0,8.0,?,0.838,2.02,?,670.0,122.0,1
12.0,?,336.0,?,?,?,3.07,89.0,?,?,1
?,75.0,600.0,9.375,?,0.86,2.05,225.0,516.0,110.0,1
10.0,?,360.0,?,0.356,0.672,?,128.0,?,?,1
7.0,9.0,63.0,?,?,?,2.2,?,57.0,10.0,1
?,?,2592.0,?,?,0.264,?,370.0,685.0,?,0
?,?,814.0,6.727,?,?,2.21,?,?,?,1
11.0,49.0,?,4.455,?,0.6659999999999999,4.3,185.0,?,43.0,1
1.0,?,?,413.0,0.998,?,412.0,412.0,?,1.0,0
?,?,264.0,7.332999999999999,0.265,?,1.23,?,?,?,1
?,191.0,2483.0,?,?,0.617,4.71,1007.0,?,214.0,1
5.0,?,10.0,0.4,?,0.7,7.0,7.0,7.0,1.0,1
13.0,?,78.0,?,?,0.449,34.0,?,35.0,1.0,1
?,?,610.0,6.1,0.29,0.657,2.16,177.0,?,?,1
?,532.0,?,66.5,?,?,?,?,3066.0,?,1
?,9.0,?,?,0.4579999999999999,0.986,?,?,?,?,1
1.0,?,48.0,48.0,0.875,?,10.5,?,48.0,4.0,0
1.0,?,?,?,?,1.0,16.0,80.0,87.0,?,0
?,?,?,12.167,0.091,?,?,?,225.0,?,0
6.0,8.0,48.0,1.3330000000000002,?,?,2.86,20.0,48.0,7.0,1
7.0,?,?,?,?,?,?,16.0,?,?,1
22.0,1.0,22.0,?,?,1.0,22.0,?,?,?,0
?,?,190.0,?,0.563,0.8370000000000001,8.23,?,159.0,13.0,1
?,?,29.0,?,0.931,?,?,27.0,?,?,0
?,30.0,240.0,3.75,?,0.8959999999999999,?,82.0,?,?,1
10.0,57.0,?,?,?,?,?,317.0,410.0,?,1
?,46.0,?,5.75,0.391,?,1.85,?,350.0,?,1
3.0,183.0,?,?,?,0.5770000000000001,?,268.0,?,9.0,0
?,?,1911.0,11.308,?,0.703,?,684.0,?,?,1
?,?,184.0,?,?,?,1.76,?,102.0,25.0,1
?,19.0,133.0,2.714,0.451,0.97,2.73,?,?,?,1
?,?,?,8.375,0.055,?,?,1058.0,1814.0,?,0
16.0,341.0,5456.0,21.313,0.3779999999999999,0.7240000000000001,5.23,2060.0,3949.0,394.0,1
8.0,?,560.0,?,0.332,?,?,186.0,?,112.0,1
7.0,97.0,679.0,13.857,?,0.7909999999999999,?,143.0,537.0,?,1
11.0,?,3784.0,?,0.446,0.7120000000000001,?,1686.0,2694.0,358.0,1
9.0,19.0,?,2.111,?,?,?,?,117.0,?,1
?,15.0,?,?,?,1.0,2.0,8.0,?,4.0,0
?,?,?,?,?,0.523,?,?,847.0,?,1
9.0,?,?,56.444,?,0.52,1.3,732.0,?,?,1
7.0,?,?,6.143,?,?,?,66.0,296.0,52.0,1
10.0,316.0,3160.0,31.6,0.366,0.6729999999999999,2.74,?,2126.0,?,1
1.0,?,?,35.0,?,1.0,?,?,35.0,6.0,1
7.0,?,238.0,?,0.252,1.0,1.43,?,238.0,42.0,1
9.0,43.0,?,4.7780000000000005,0.481,0.953,3.15,?,369.0,?,1
?,?,552.0,8.625,0.2789999999999999,?,1.5,154.0,379.0,?,1
23.0,?,6233.0,11.783,?,0.359,1.87,786.0,?,?,1
?,?,200.0,?,?,?,1.4,?,187.0,63.0,1
?,196.0,196.0,196.0,?,?,?,192.0,196.0,3.0,0
?,363.0,3267.0,?,0.128,0.532,?,417.0,?,326.0,1
?,?,?,?,?,?,1.38,33.0,128.0,?,1
?,13.0,?,1.857,?,0.648,?,?,?,?,1
?,?,?,10.0,0.436,?,?,?,910.0,172.0,1
8.0,?,368.0,5.75,?,?,?,128.0,?,65.0,1
?,?,78.0,?,0.3329999999999999,0.846,1.37,?,66.0,?,1
?,?,?,13.214,0.254,?,2.27,?,?,?,1
7.0,13.0,?,?,?,0.989,7.89,?,90.0,?,1
?,?,?,?,?,?,?,?,839.0,?,1
10.0,?,?,1.5,0.247,?,1.61,37.0,108.0,?,1
?,176.0,2112.0,?,?,0.599,?,?,1265.0,244.0,1
10.0,251.0,2510.0,?,0.179,0.515,1.37,?,?,?,1
22.0,71.0,1562.0,3.227,0.536,?,11.64,838.0,?,?,1
2.0,17.0,34.0,8.5,?,?,?,11.0,34.0,?,1
9.0,30.0,?,3.333,?,?,?,?,?,52.0,1
11.0,?,?,?,?,0.747,?,309.0,?,?,1
13.0,487.0,?,?,?,?,2.1,1564.0,3988.0,?,1
?,256.0,2560.0,?,0.363,?,?,?,?,327.0,1
7.0,?,?,2.857,?,?,1.97,57.0,130.0,29.0,1
11.0,262.0,?,?,?,0.57,1.84,?,1643.0,?,1
7.0,?,77.0,?,?,?,1.63,26.0,?,?,1
5.0,19.0,95.0,?,?,0.895,?,?,85.0,?,1
1.0,?,34.0,?,0.353,?,?,12.0,34.0,?,0
?,?,84.0,?,?,0.7859999999999999,?,19.0,66.0,10.0,1
?,?,324.0,?,?,?,?,212.0,298.0,33.0,1
6.0,96.0,576.0,16.0,?,0.8420000000000001,1.51,?,?,?,1
?,?,?,35.4,0.226,?,1.71,200.0,?,117.0,1
?,47.0,?,47.0,?,?,1.14,?,47.0,?,1
?,?,40.0,1.6,?,0.975,?,?,?,11.0,1
7.0,20.0,?,2.857,0.436,0.736,?,61.0,?,?,1
7.0,?,231.0,4.714,?,?,1.98,79.0,?,40.0,1
11.0,?,1694.0,?,0.187,0.522,1.94,?,?,163.0,1
?,127.0,?,?,0.213,?,?,243.0,776.0,?,1
?,18.0,?,?,?,0.8640000000000001,7.77,101.0,?,13.0,1
5.0,?,160.0,?,0.431,?,1.47,69.0,158.0,?,1
5.0,?,65.0,?,?,0.723,?,?,?,?,1
6.0,?,198.0,5.5,0.247,?,1.2,?,161.0,?,1
168.0,?,24360.0,?,0.7979999999999999,0.963,?,?,23457.0,1488.0,0
12.0,?,?,4.833,0.3429999999999999,0.8029999999999999,3.85,239.0,559.0,62.0,1
10.0,19.0,?,?,0.3,0.905,1.68,57.0,?,34.0,1
15.0,67.0,?,?,0.293,?,3.59,?,610.0,82.0,1
?,30.0,240.0,?,?,0.75,2.02,85.0,?,?,1
7.0,30.0,210.0,4.2860000000000005,0.324,?,?,68.0,?,?,1
?,28.0,?,3.111,?,?,?,?,153.0,?,1
?,27.0,?,?,?,1.0,?,16.0,?,?,1
10.0,?,?,?,0.675,1.0,?,?,?,?,1
?,26.0,?,?,0.262,?,?,75.0,230.0,42.0,1
?,15.0,?,2.5,0.244,0.733,2.2,?,66.0,10.0,1
?,85.0,?,9.444,?,?,?,?,?,130.0,1
