height,lenght,area,eccen,p_black,p_and,mean_tr,blackpix,blackand,wb_trans,outcome
8.0,132.0,1056.0,16.5,0.311,0.873,2.01,328.0,922.0,163.0,1
15.0,14.0,210.0,0.933,0.11,0.338,1.92,?,71.0,12.0,0
6.0,28.0,168.0,?,0.292,?,1.29,49.0,147.0,38.0,1
12.0,272.0,3264.0,22.667,0.329,0.75,2.74,1075.0,2448.0,393.0,1
9.0,214.0,1926.0,23.778,0.23,0.748,1.44,443.0,1440.0,307.0,1
9.0,?,720.0,8.889,0.293,0.868,1.85,211.0,625.0,114.0,1
14.0,98.0,1372.0,7.0,0.308,0.768,2.43,422.0,1054.0,174.0,1
12.0,98.0,1176.0,8.167,0.245,0.624,2.23,288.0,734.0,129.0,1
7.0,8.0,56.0,1.143,0.35700000000000004,0.893,2.22,20.0,50.0,9.0,1
8.0,110.0,880.0,13.75,0.23,0.872,1.66,202.0,767.0,122.0,1
9.0,181.0,1629.0,?,?,0.773,2.64,570.0,1260.0,216.0,1
9.0,281.0,2529.0,31.222,0.272,0.856,1.73,?,2164.0,398.0,1
7.0,91.0,637.0,13.0,0.163,0.535,1.46,104.0,341.0,71.0,1
10.0,535.0,?,53.5,0.113,?,?,606.0,2448.0,447.0,1
54.0,357.0,19278.0,6.6110000000000015,?,0.644,?,6238.0,?,?,0
8.0,42.0,336.0,?,0.271,0.813,1.54,91.0,273.0,59.0,1
1.0,78.0,?,78.0,?,1.0,24.67,74.0,78.0,3.0,0
8.0,13.0,104.0,1.625,0.6629999999999999,0.8170000000000001,6.9,69.0,85.0,10.0,1
?,17.0,85.0,?,0.5760000000000001,0.953,2.33,?,81.0,21.0,1
8.0,7.0,56.0,0.875,0.339,0.964,1.36,19.0,54.0,14.0,1
?,?,980.0,9.8,0.448,0.8809999999999999,2.74,439.0,863.0,160.0,1
9.0,272.0,2448.0,?,0.277,0.67,1.86,679.0,?,365.0,1
8.0,?,184.0,2.875,0.277,0.8320000000000001,1.7,51.0,153.0,30.0,1
?,88.0,792.0,9.778,0.263,0.726,1.59,208.0,?,131.0,1
178.0,140.0,24920.0,0.787,?,?,?,14292.0,?,?,0
12.0,320.0,3840.0,26.667,0.231,0.514,2.06,888.0,1975.0,431.0,1
14.0,416.0,5824.0,29.714,?,0.617,?,?,3594.0,481.0,1
9.0,16.0,144.0,1.778,0.215,0.764,1.55,31.0,110.0,20.0,1
7.0,7.0,49.0,1.0,0.245,1.0,1.71,?,49.0,7.0,1
10.0,9.0,?,0.9,0.344,0.856,1.72,31.0,77.0,18.0,1
12.0,335.0,4020.0,27.917,0.4,0.677,4.61,1606.0,2722.0,348.0,1
13.0,13.0,169.0,?,0.124,0.45,3.5,21.0,76.0,6.0,0
38.0,410.0,15580.0,10.789,0.254,?,?,3957.0,?,?,1
7.0,389.0,2723.0,55.57100000000001,0.16699999999999998,0.584,1.19,?,1591.0,381.0,1
?,63.0,630.0,6.3,0.294,0.895,2.2,?,564.0,84.0,1
2.0,16.0,32.0,8.0,0.25,0.531,2.67,?,17.0,3.0,0
9.0,?,828.0,?,0.35,0.917,2.07,290.0,759.0,140.0,1
9.0,14.0,126.0,1.556,0.706,0.865,7.42,89.0,109.0,12.0,1
1.0,19.0,19.0,19.0,0.737,1.0,4.67,?,19.0,3.0,0
10.0,14.0,140.0,1.4,0.314,0.9,1.91,44.0,126.0,23.0,1
7.0,31.0,?,4.4289999999999985,0.461,0.991,2.44,100.0,215.0,41.0,1
10.0,?,320.0,3.2,0.338,0.816,1.83,108.0,261.0,59.0,1
29.0,31.0,899.0,1.069,0.463,0.726,6.93,416.0,653.0,?,0
10.0,29.0,290.0,2.9,0.307,0.855,1.85,89.0,248.0,48.0,1
5.0,19.0,95.0,3.8,0.232,0.4,5.5,22.0,?,4.0,1
7.0,17.0,119.0,2.4290000000000003,0.361,0.782,?,43.0,93.0,26.0,1
11.0,?,2277.0,18.818,0.268,0.723,?,610.0,1647.0,332.0,1
17.0,60.0,1020.0,3.529,0.139,0.371,?,142.0,378.0,20.0,0
311.0,463.0,143993.0,1.489,?,?,?,12631.0,?,3212.0,0
8.0,13.0,?,1.625,0.452,?,1.96,47.0,101.0,24.0,1
3.0,536.0,1608.0,178.67,0.341,0.353,61.0,?,567.0,9.0,0
8.0,106.0,848.0,13.25,0.358,0.698,2.29,304.0,592.0,133.0,1
?,?,168.0,2.625,0.35700000000000004,0.964,2.07,60.0,?,29.0,1
9.0,9.0,81.0,1.0,0.63,0.802,5.1,51.0,65.0,10.0,1
11.0,98.0,1078.0,8.908999999999997,0.276,0.602,2.15,297.0,649.0,138.0,1
7.0,9.0,?,1.286,0.28600000000000003,0.968,1.2,18.0,61.0,?,1
7.0,14.0,98.0,?,0.35700000000000004,0.939,?,35.0,92.0,19.0,1
6.0,?,66.0,1.833,0.364,0.955,1.33,24.0,63.0,18.0,1
?,181.0,2896.0,11.313,0.4,0.759,?,1157.0,2198.0,227.0,1
10.0,34.0,340.0,3.4,0.426,0.6559999999999999,?,145.0,223.0,48.0,1
10.0,25.0,250.0,2.5,0.268,0.588,1.91,67.0,147.0,35.0,1
10.0,18.0,180.0,1.8,0.383,1.0,2.3,69.0,180.0,30.0,1
9.0,105.0,945.0,11.667,0.236,0.579,1.91,223.0,547.0,117.0,1
8.0,73.0,584.0,9.125,0.433,0.875,2.75,253.0,511.0,92.0,1
?,?,42.0,42.0,0.31,1.0,2.6,13.0,42.0,5.0,0
5.0,35.0,175.0,7.0,0.2,0.8290000000000001,4.38,35.0,145.0,8.0,1
7.0,34.0,?,?,0.273,0.7609999999999999,1.48,65.0,181.0,44.0,1
8.0,7.0,56.0,0.875,0.464,1.0,2.36,26.0,56.0,11.0,1
7.0,26.0,182.0,3.714,0.374,0.846,1.66,68.0,154.0,?,1
1.0,?,29.0,29.0,1.0,1.0,29.0,29.0,29.0,1.0,0
7.0,?,84.0,1.714,0.476,0.762,2.86,40.0,64.0,14.0,1
7.0,57.0,399.0,8.142999999999999,0.414,0.797,2.7,165.0,318.0,61.0,1
6.0,29.0,174.0,4.833,0.368,0.954,1.73,?,166.0,37.0,1
10.0,38.0,380.0,3.8,0.434,?,2.89,165.0,339.0,57.0,1
5.0,7.0,35.0,1.4,0.457,1.0,1.45,16.0,35.0,11.0,1
8.0,15.0,120.0,1.875,0.267,0.767,2.29,32.0,?,14.0,1
7.0,8.0,56.0,1.143,0.35700000000000004,0.804,2.0,20.0,45.0,10.0,1
17.0,403.0,6851.0,23.706,0.349,0.521,5.43,?,?,440.0,1
6.0,?,78.0,2.167,0.231,0.487,3.0,18.0,38.0,6.0,1
8.0,17.0,136.0,?,0.228,0.882,1.24,31.0,120.0,25.0,1
13.0,354.0,4602.0,27.231,?,0.598,4.39,1749.0,?,398.0,1
8.0,272.0,2176.0,34.0,0.18600000000000005,0.539,?,?,1172.0,299.0,1
?,35.0,280.0,4.375,0.382,1.0,2.02,107.0,280.0,53.0,1
9.0,60.0,540.0,6.667000000000002,0.413,0.8220000000000001,2.75,223.0,444.0,81.0,1
?,19.0,266.0,1.357,0.128,0.541,2.83,34.0,144.0,12.0,0
2.0,538.0,1076.0,?,0.519,0.684,34.88,558.0,736.0,16.0,0
8.0,33.0,264.0,4.125,0.371,0.795,1.92,98.0,210.0,51.0,1
24.0,107.0,2568.0,?,0.908,0.982,16.91,2333.0,2523.0,138.0,1
8.0,13.0,104.0,1.625,0.394,0.913,2.28,41.0,95.0,18.0,1
10.0,107.0,1070.0,10.7,0.273,0.738,1.81,292.0,790.0,161.0,1
6.0,38.0,228.0,6.332999999999998,0.377,0.833,1.51,86.0,190.0,57.0,1
?,12.0,108.0,1.3330000000000002,0.389,0.852,2.33,42.0,92.0,18.0,1
8.0,13.0,104.0,1.625,0.423,0.923,1.76,44.0,96.0,25.0,1
3.0,537.0,1611.0,179.0,0.353,?,71.13,?,587.0,8.0,0
5.0,36.0,180.0,7.2,?,0.789,1.52,38.0,142.0,25.0,1
8.0,71.0,568.0,?,0.31,0.861,1.85,176.0,489.0,95.0,1
7.0,6.0,42.0,0.857,0.28600000000000003,?,1.71,12.0,36.0,7.0,1
9.0,?,2097.0,25.889,0.165,0.687,1.26,345.0,?,?,1
1.0,22.0,22.0,22.0,0.591,1.0,2.6,13.0,22.0,5.0,1
7.0,214.0,1498.0,30.571,0.449,0.899,2.77,672.0,1346.0,243.0,1
9.0,37.0,333.0,4.1110000000000015,0.333,0.655,2.22,111.0,218.0,50.0,1
?,23.0,230.0,2.3,0.287,0.617,2.2,66.0,142.0,30.0,1
?,61.0,427.0,8.714,0.321,0.667,1.9,?,285.0,72.0,1
7.0,151.0,?,21.571,0.077,0.434,1.33,81.0,459.0,?,1
10.0,79.0,790.0,7.9,0.34700000000000003,0.784,2.25,274.0,619.0,122.0,1
9.0,82.0,738.0,9.111,0.343,0.913,2.02,253.0,674.0,125.0,1
9.0,280.0,2520.0,31.111,0.165,0.684,1.24,?,1724.0,336.0,1
8.0,6.0,48.0,0.75,0.333,?,1.78,?,47.0,9.0,1
23.0,87.0,2001.0,3.783,0.28600000000000003,0.6709999999999999,2.36,572.0,1342.0,242.0,1
8.0,25.0,200.0,3.125,0.37,0.73,2.06,74.0,146.0,36.0,1
24.0,334.0,8016.0,13.917,?,0.966,?,7164.0,?,?,1
?,?,441.0,5.444,0.5920000000000001,0.998,2.97,261.0,440.0,88.0,1
8.0,34.0,272.0,4.25,0.35700000000000004,0.75,1.87,97.0,204.0,52.0,1
?,15.0,15.0,15.0,0.733,1.0,?,11.0,15.0,3.0,0
22.0,208.0,4576.0,?,0.203,0.555,?,928.0,2539.0,585.0,1
10.0,249.0,2490.0,24.9,0.462,0.8420000000000001,3.53,1151.0,2097.0,326.0,1
10.0,126.0,1260.0,12.6,0.41,0.833,2.63,?,1049.0,?,1
9.0,35.0,315.0,3.889,0.263,0.667,2.86,83.0,210.0,29.0,1
11.0,61.0,671.0,5.545,0.361,0.614,5.04,242.0,412.0,48.0,1
8.0,42.0,?,5.25,0.369,1.0,1.85,124.0,336.0,67.0,1
8.0,21.0,168.0,2.625,0.339,0.6729999999999999,1.97,57.0,113.0,29.0,1
1.0,44.0,44.0,?,0.909,?,20.0,40.0,44.0,2.0,0
?,?,84.0,2.333,0.56,0.929,2.24,47.0,78.0,21.0,1
1.0,537.0,537.0,537.0,1.0,1.0,537.0,537.0,537.0,1.0,0
25.0,9.0,225.0,?,0.187,0.436,2.47,42.0,98.0,17.0,0
9.0,92.0,828.0,10.222,0.287,0.6940000000000001,1.93,238.0,575.0,123.0,1
8.0,16.0,?,2.0,0.43,1.0,2.04,55.0,128.0,27.0,1
9.0,108.0,972.0,12.0,0.222,0.778,1.73,216.0,756.0,125.0,1
10.0,22.0,220.0,2.2,0.277,0.595,1.74,61.0,131.0,35.0,1
10.0,66.0,660.0,6.6,0.27,0.638,1.87,178.0,421.0,95.0,1
8.0,?,248.0,?,0.327,?,1.84,81.0,196.0,44.0,1
8.0,32.0,?,?,0.375,0.8009999999999999,2.04,96.0,205.0,47.0,1
10.0,?,190.0,1.9,0.542,0.768,7.36,103.0,146.0,14.0,1
5.0,203.0,1015.0,40.6,0.239,0.8590000000000001,1.3,243.0,872.0,187.0,1
2.0,537.0,1074.0,268.5,0.5379999999999999,0.555,82.57,578.0,596.0,7.0,0
1.0,379.0,379.0,379.0,0.963,1.0,60.83,365.0,379.0,6.0,0
8.0,13.0,104.0,1.625,0.365,0.933,1.65,38.0,97.0,23.0,1
9.0,284.0,2556.0,31.556,0.13699999999999998,0.456,?,350.0,1165.0,249.0,1
7.0,17.0,119.0,2.4290000000000003,0.353,0.79,1.56,42.0,94.0,27.0,1
10.0,151.0,?,15.1,0.381,?,3.48,575.0,1186.0,165.0,1
7.0,197.0,1379.0,28.143,0.07200000000000001,0.326,1.5,99.0,450.0,66.0,1
?,?,217.0,4.4289999999999985,0.318,?,1.35,69.0,182.0,51.0,1
7.0,?,1344.0,27.429,0.136,0.385,1.36,183.0,?,135.0,1
7.0,13.0,91.0,1.857,0.264,0.879,1.85,24.0,80.0,13.0,1
4.0,10.0,40.0,2.5,0.5,0.9,4.0,20.0,36.0,5.0,1
8.0,5.0,40.0,0.625,0.4,1.0,2.67,16.0,40.0,6.0,1
9.0,34.0,306.0,3.778,0.363,0.863,1.76,111.0,264.0,63.0,1
?,10.0,70.0,?,0.329,1.0,1.77,23.0,70.0,13.0,1
5.0,50.0,250.0,?,0.36,0.812,1.58,90.0,203.0,57.0,1
23.0,1.0,23.0,0.043,?,1.0,23.0,23.0,23.0,?,0
8.0,12.0,96.0,1.5,0.448,0.8959999999999999,2.05,43.0,86.0,21.0,1
7.0,72.0,504.0,10.286,0.405,0.845,1.85,?,426.0,110.0,1
7.0,8.0,56.0,?,0.375,1.0,1.62,21.0,?,13.0,1
7.0,123.0,?,17.570999999999998,?,0.962,2.62,?,828.0,138.0,1
9.0,23.0,207.0,2.556,0.304,1.0,1.62,63.0,207.0,39.0,1
11.0,9.0,99.0,0.818,0.545,0.818,9.0,54.0,81.0,6.0,1
7.0,60.0,420.0,8.571,0.28600000000000003,0.8859999999999999,1.5,120.0,372.0,80.0,1
7.0,?,553.0,?,0.5660000000000001,0.967,3.56,313.0,535.0,88.0,1
8.0,?,624.0,9.75,0.244,0.745,1.35,152.0,465.0,113.0,1
6.0,32.0,192.0,5.332999999999998,0.28600000000000003,?,1.41,55.0,171.0,39.0,1
6.0,94.0,564.0,15.667,0.326,0.862,2.02,184.0,?,91.0,1
5.0,11.0,55.0,2.2,0.4,0.927,1.57,22.0,51.0,14.0,1
83.0,326.0,27058.0,3.928,?,?,?,7741.0,?,?,0
9.0,1.0,9.0,?,?,1.0,9.0,9.0,9.0,1.0,0
10.0,34.0,?,3.4,0.303,0.8,1.81,103.0,272.0,57.0,1
10.0,250.0,2500.0,25.0,0.12,0.603,?,301.0,1507.0,253.0,1
5.0,12.0,60.0,2.4,0.6,0.9,3.0,36.0,54.0,12.0,1
7.0,14.0,98.0,2.0,0.327,0.847,1.45,32.0,83.0,22.0,1
9.0,534.0,4806.0,59.333,0.163,0.633,1.34,784.0,?,585.0,1
7.0,13.0,91.0,1.857,0.374,0.978,1.79,34.0,89.0,19.0,1
?,53.0,424.0,6.625,0.37,0.901,1.76,157.0,382.0,89.0,1
10.0,100.0,1000.0,10.0,?,0.7240000000000001,1.82,267.0,724.0,147.0,1
10.0,?,180.0,1.8,0.583,0.894,7.5,105.0,161.0,14.0,1
7.0,25.0,175.0,3.571,0.189,0.8059999999999999,1.22,33.0,141.0,27.0,1
11.0,141.0,1551.0,12.818,0.366,0.79,?,567.0,1225.0,199.0,1
8.0,109.0,872.0,13.625,0.2,0.8540000000000001,1.39,174.0,745.0,125.0,1
7.0,13.0,91.0,1.857,0.154,0.484,2.0,14.0,44.0,7.0,0
6.0,13.0,78.0,2.167,0.551,0.923,2.53,?,?,17.0,1
9.0,?,882.0,10.889,0.185,0.662,1.58,163.0,584.0,103.0,1
7.0,47.0,329.0,6.714,0.271,0.878,2.23,89.0,289.0,?,1
13.0,188.0,2444.0,14.462,0.188,0.71,1.67,460.0,1736.0,275.0,1
12.0,72.0,864.0,6.0,0.281,0.807,?,243.0,697.0,113.0,1
5.0,5.0,25.0,1.0,0.28,0.72,1.75,7.0,18.0,4.0,1
11.0,12.0,132.0,?,0.4920000000000001,0.75,4.33,?,99.0,15.0,1
8.0,22.0,?,2.75,0.398,0.79,2.59,70.0,139.0,27.0,1
6.0,7.0,42.0,1.167,0.452,1.0,2.38,19.0,?,8.0,1
?,184.0,2024.0,16.727,0.471,0.885,4.48,954.0,1791.0,213.0,1
?,21.0,147.0,?,0.388,0.912,1.84,?,134.0,31.0,1
10.0,85.0,?,8.5,0.333,0.696,2.28,?,592.0,124.0,1
16.0,391.0,6256.0,?,?,0.674,?,2508.0,4219.0,477.0,1
1.0,52.0,52.0,52.0,?,1.0,10.25,41.0,52.0,4.0,0
8.0,8.0,64.0,1.0,0.391,0.7809999999999999,2.78,25.0,50.0,9.0,1
1.0,28.0,28.0,28.0,0.464,1.0,2.17,13.0,28.0,6.0,0
7.0,17.0,119.0,2.4290000000000003,0.16,0.7390000000000001,1.73,19.0,88.0,11.0,1
8.0,30.0,240.0,3.75,0.225,0.6709999999999999,1.23,54.0,161.0,44.0,1
9.0,20.0,180.0,2.222,0.294,0.578,1.51,53.0,104.0,35.0,1
16.0,121.0,1936.0,7.563,0.396,0.611,5.6,767.0,1182.0,137.0,1
8.0,36.0,288.0,4.5,0.5589999999999999,0.944,3.04,161.0,272.0,53.0,1
8.0,12.0,96.0,?,0.531,0.813,2.83,51.0,78.0,18.0,1
10.0,46.0,460.0,?,0.278,0.583,1.66,128.0,268.0,?,1
14.0,440.0,6160.0,31.429,0.158,?,?,975.0,3857.0,632.0,1
2.0,536.0,?,268.0,0.505,?,?,541.0,549.0,?,0
?,240.0,1920.0,30.0,0.193,0.635,1.4,370.0,1220.0,264.0,1
6.0,100.0,600.0,16.667,0.345,0.795,1.68,207.0,477.0,123.0,1
9.0,10.0,?,1.111,0.344,0.789,2.07,31.0,71.0,15.0,1
10.0,252.0,2520.0,25.2,0.377,0.775,2.88,950.0,1953.0,330.0,1
5.0,14.0,70.0,2.8,0.586,0.943,2.28,41.0,66.0,18.0,1
66.0,3.0,198.0,0.045,?,0.909,2.6,130.0,180.0,50.0,0
8.0,27.0,216.0,3.375,0.343,0.778,1.76,74.0,168.0,42.0,1
1.0,43.0,43.0,43.0,0.907,1.0,9.75,?,43.0,4.0,0
6.0,19.0,114.0,3.167,0.254,0.956,1.16,?,109.0,25.0,1
5.0,3.0,15.0,0.6,0.467,0.6,3.5,7.0,9.0,2.0,0
9.0,83.0,747.0,?,0.335,0.843,2.05,250.0,630.0,122.0,1
6.0,12.0,?,2.0,0.292,0.778,1.62,21.0,56.0,13.0,1
10.0,?,970.0,9.7,0.425,0.825,2.71,412.0,800.0,152.0,1
5.0,6.0,30.0,1.2,0.433,0.967,1.63,13.0,29.0,8.0,1
9.0,36.0,324.0,4.0,0.395,?,2.37,128.0,218.0,54.0,1
8.0,12.0,96.0,1.5,0.406,0.917,1.56,39.0,88.0,25.0,1
9.0,39.0,?,4.333,0.293,0.937,2.06,103.0,329.0,50.0,1
7.0,15.0,105.0,2.143,0.333,0.838,1.46,35.0,88.0,24.0,1
2.0,536.0,1072.0,268.0,?,0.737,30.37,577.0,790.0,19.0,0
?,39.0,390.0,3.9,0.308,?,1.69,120.0,281.0,71.0,1
10.0,126.0,1260.0,12.6,0.463,0.848,3.16,584.0,1068.0,185.0,1
8.0,43.0,344.0,5.375,0.349,0.8140000000000001,?,120.0,280.0,53.0,1
8.0,36.0,288.0,4.5,0.299,?,2.21,86.0,153.0,39.0,1
8.0,16.0,128.0,2.0,0.211,0.672,1.42,27.0,86.0,19.0,1
10.0,63.0,630.0,6.3,0.184,0.617,1.4,116.0,389.0,83.0,1
?,8.0,64.0,?,0.359,0.969,?,23.0,62.0,15.0,1
1.0,85.0,?,85.0,0.882,1.0,12.5,75.0,85.0,6.0,0
98.0,3.0,294.0,?,0.48,0.486,141.0,141.0,143.0,1.0,0
31.0,322.0,9982.0,10.387,0.6890000000000001,0.753,16.87,6881.0,?,?,1
11.0,33.0,363.0,3.0,0.278,0.73,2.1,101.0,265.0,48.0,1
9.0,122.0,1098.0,13.556,0.333,0.8290000000000001,2.54,366.0,910.0,144.0,1
5.0,7.0,35.0,1.4,0.4,1.0,1.17,14.0,35.0,12.0,1
7.0,7.0,49.0,?,0.918,0.959,22.5,45.0,47.0,?,1
1.0,102.0,102.0,102.0,0.961,1.0,?,98.0,102.0,?,0
4.0,?,20.0,1.25,0.35,0.8,2.33,7.0,16.0,3.0,0
8.0,272.0,2176.0,34.0,0.197,0.629,1.38,428.0,1369.0,310.0,1
17.0,19.0,323.0,?,0.362,0.381,58.5,117.0,123.0,2.0,1
10.0,7.0,70.0,0.7,0.314,0.857,1.83,22.0,60.0,12.0,1
1.0,55.0,55.0,55.0,0.564,1.0,10.33,31.0,55.0,3.0,0
10.0,263.0,2630.0,26.3,0.204,0.589,?,537.0,1550.0,348.0,1
7.0,14.0,98.0,2.0,0.29600000000000004,0.898,1.61,29.0,88.0,18.0,1
21.0,4.0,84.0,0.19,0.31,0.643,3.71,26.0,54.0,7.0,0
8.0,?,1112.0,17.375,0.16,0.6920000000000001,2.17,178.0,769.0,82.0,1
10.0,17.0,170.0,1.7,0.224,0.7290000000000001,?,38.0,124.0,16.0,1
8.0,?,152.0,2.375,0.355,0.954,2.0,54.0,145.0,27.0,1
?,84.0,84.0,84.0,0.917,1.0,?,?,84.0,4.0,0
6.0,13.0,?,?,0.3720000000000001,0.987,1.71,?,77.0,17.0,1
10.0,155.0,1550.0,15.5,0.275,0.8029999999999999,1.85,427.0,1244.0,231.0,1
8.0,39.0,312.0,4.875,0.304,0.7559999999999999,1.38,?,236.0,69.0,1
8.0,?,1056.0,16.5,0.36,0.921,2.1,380.0,973.0,181.0,1
7.0,25.0,175.0,3.571,0.303,0.7090000000000001,1.51,53.0,124.0,35.0,1
11.0,52.0,572.0,4.727,0.28,0.605,2.05,160.0,?,78.0,1
9.0,264.0,2376.0,29.333,0.197,0.6559999999999999,1.34,468.0,1558.0,349.0,1
9.0,45.0,405.0,5.0,0.319,0.923,2.11,?,374.0,61.0,1
8.0,47.0,376.0,5.875,0.34,0.753,2.0,128.0,283.0,64.0,1
10.0,?,?,?,0.221,0.5720000000000001,3.56,64.0,166.0,18.0,1
9.0,9.0,81.0,1.0,0.383,0.802,2.38,31.0,?,13.0,1
24.0,337.0,8088.0,14.042,0.945,1.0,18.29,7647.0,?,?,1
8.0,8.0,64.0,1.0,0.359,?,1.64,?,49.0,14.0,1
5.0,33.0,?,6.6,?,0.909,1.27,52.0,150.0,41.0,1
?,43.0,344.0,5.375,0.34,0.892,1.83,117.0,307.0,64.0,1
7.0,51.0,357.0,7.286,0.207,0.969,1.14,74.0,346.0,65.0,1
12.0,22.0,264.0,1.833,0.542,0.784,8.94,143.0,207.0,16.0,1
5.0,95.0,475.0,19.0,?,0.787,1.73,121.0,374.0,70.0,1
10.0,30.0,300.0,3.0,0.333,0.93,1.79,100.0,279.0,56.0,1
10.0,18.0,?,1.8,?,0.911,1.89,53.0,164.0,28.0,1
8.0,14.0,112.0,1.75,0.438,0.768,2.23,49.0,86.0,22.0,1
3.0,4.0,12.0,1.3330000000000002,0.667,0.667,8.0,8.0,8.0,1.0,1
9.0,276.0,2484.0,30.667,0.388,0.846,2.58,964.0,2102.0,373.0,1
?,?,963.0,11.889,0.209,0.778,1.38,201.0,749.0,146.0,1
25.0,292.0,7300.0,11.68,?,0.915,?,3448.0,6676.0,?,1
?,69.0,69.0,69.0,0.667,1.0,4.18,46.0,69.0,11.0,0
9.0,32.0,288.0,3.556,0.382,0.792,2.16,110.0,228.0,51.0,1
8.0,12.0,96.0,1.5,0.406,0.8959999999999999,1.86,39.0,86.0,21.0,1
7.0,223.0,1561.0,31.857,0.121,?,1.33,189.0,823.0,142.0,1
12.0,56.0,?,4.667,0.256,?,2.02,172.0,556.0,85.0,1
8.0,274.0,2192.0,34.25,?,0.583,?,329.0,1277.0,244.0,1
?,?,140.0,5.6,0.329,0.871,1.77,?,122.0,26.0,1
?,115.0,115.0,115.0,0.2,1.0,4.6,23.0,115.0,5.0,0
10.0,11.0,110.0,1.1,0.4270000000000001,1.0,1.52,47.0,110.0,31.0,1
10.0,33.0,330.0,3.3,0.342,0.927,1.66,113.0,306.0,?,1
7.0,?,441.0,9.0,0.28800000000000003,0.991,1.61,127.0,437.0,79.0,1
1.0,167.0,?,167.0,0.192,1.0,1.03,32.0,?,31.0,1
8.0,23.0,?,?,0.353,0.826,1.91,?,152.0,34.0,1
14.0,385.0,5390.0,27.5,?,0.561,?,1990.0,3022.0,412.0,1
7.0,10.0,70.0,1.429,0.329,0.8140000000000001,1.28,23.0,57.0,18.0,1
8.0,68.0,544.0,8.5,0.336,0.868,1.91,183.0,472.0,96.0,1
7.0,9.0,63.0,?,0.429,0.6829999999999999,2.45,27.0,43.0,11.0,1
12.0,69.0,828.0,5.75,0.4,0.74,3.48,331.0,613.0,95.0,1
3.0,?,93.0,10.333,0.226,0.774,2.1,21.0,72.0,?,1
9.0,56.0,?,6.222,0.339,0.931,2.22,171.0,469.0,77.0,1
10.0,288.0,2880.0,28.8,0.191,?,1.5,?,1624.0,365.0,1
7.0,27.0,?,?,0.238,0.741,2.81,45.0,140.0,16.0,1
14.0,141.0,1974.0,10.071,0.278,0.67,2.29,549.0,1323.0,240.0,1
9.0,?,486.0,6.0,0.391,0.8170000000000001,1.98,190.0,397.0,96.0,1
10.0,251.0,2510.0,25.1,0.151,0.5670000000000001,1.29,378.0,1423.0,293.0,1
1.0,44.0,?,44.0,?,1.0,5.33,32.0,44.0,?,0
6.0,23.0,138.0,?,0.377,?,2.36,52.0,119.0,22.0,1
9.0,27.0,243.0,3.0,0.358,0.856,1.85,87.0,208.0,47.0,1
10.0,77.0,?,7.7,?,0.905,2.64,361.0,?,137.0,1
?,72.0,864.0,6.0,0.228,0.78,1.79,197.0,674.0,110.0,1
10.0,18.0,180.0,1.8,0.6559999999999999,0.9,6.94,118.0,162.0,17.0,1
8.0,24.0,192.0,3.0,0.26,0.672,1.85,50.0,129.0,27.0,1
9.0,?,1431.0,17.667,0.249,?,1.93,356.0,866.0,184.0,1
8.0,1.0,8.0,0.125,1.0,1.0,8.0,8.0,8.0,1.0,0
7.0,80.0,560.0,11.429,0.361,0.961,1.63,202.0,538.0,124.0,1
?,12.0,84.0,?,0.452,0.952,2.0,38.0,80.0,19.0,1
8.0,231.0,1848.0,28.875,?,0.569,1.64,421.0,1052.0,257.0,1
?,22.0,264.0,?,0.621,0.7879999999999999,9.65,164.0,208.0,17.0,1
?,30.0,?,3.0,0.4270000000000001,0.78,2.78,128.0,234.0,46.0,1
7.0,29.0,203.0,4.143,0.36,0.936,1.4,73.0,190.0,52.0,1
8.0,117.0,936.0,14.625,0.173,0.642,1.3,162.0,601.0,125.0,1
9.0,37.0,333.0,4.1110000000000015,0.213,0.706,1.54,71.0,235.0,?,1
?,7.0,7.0,7.0,1.0,1.0,7.0,7.0,7.0,1.0,1
1.0,14.0,?,?,0.929,1.0,13.0,13.0,?,1.0,0
11.0,272.0,2992.0,24.727,0.171,0.61,1.47,511.0,1824.0,348.0,1
6.0,14.0,84.0,2.333,?,0.929,1.28,23.0,78.0,18.0,1
6.0,26.0,156.0,4.333,0.28800000000000003,0.679,1.41,45.0,106.0,32.0,1
1.0,22.0,22.0,?,0.818,1.0,4.5,18.0,22.0,4.0,0
8.0,?,568.0,8.875,?,0.7759999999999999,1.83,187.0,441.0,102.0,1
11.0,20.0,220.0,1.818,0.168,0.75,3.36,37.0,165.0,11.0,1
8.0,14.0,112.0,1.75,0.464,0.768,2.6,52.0,?,20.0,1
14.0,326.0,4564.0,23.286,0.363,0.589,?,1657.0,2689.0,?,1
8.0,49.0,392.0,6.125,0.406,0.742,1.81,159.0,291.0,88.0,1
1.0,107.0,107.0,107.0,0.8690000000000001,1.0,18.6,93.0,107.0,5.0,0
9.0,195.0,1755.0,?,?,0.383,1.53,221.0,673.0,144.0,1
8.0,?,96.0,1.5,0.479,1.0,2.19,46.0,96.0,?,1
9.0,20.0,180.0,2.222,0.55,0.733,9.9,?,132.0,10.0,1
13.0,133.0,1729.0,10.231,0.36,0.721,4.9,622.0,1247.0,127.0,1
9.0,18.0,162.0,2.0,0.35200000000000004,0.901,1.84,57.0,146.0,?,1
5.0,7.0,35.0,1.4,0.6,0.8859999999999999,3.5,21.0,31.0,6.0,1
5.0,53.0,?,10.6,?,0.611,1.28,?,162.0,?,1
