height,lenght,area,eccen,p_black,p_and,mean_tr,blackpix,blackand,wb_trans,outcome
?,7.0,42.0,?,0.452,?,2.38,19.0,42.0,8.0,1
?,?,?,16.727,0.471,0.885,4.48,?,?,213.0,1
?,?,?,?,0.388,0.912,1.84,?,?,?,1
?,?,?,8.5,0.333,0.696,?,283.0,?,124.0,1
16.0,?,?,24.438,0.401,0.674,?,2508.0,?,?,1
1.0,52.0,52.0,?,?,1.0,10.25,41.0,?,?,0
?,8.0,64.0,1.0,?,0.7809999999999999,?,?,?,9.0,1
?,?,28.0,?,0.464,1.0,2.17,13.0,28.0,6.0,0
?,17.0,119.0,?,?,?,?,19.0,?,11.0,1
?,?,?,?,?,0.6709999999999999,?,54.0,161.0,?,1
?,?,180.0,?,0.294,0.578,1.51,?,?,35.0,1
16.0,?,1936.0,?,?,?,?,767.0,?,?,1
8.0,36.0,288.0,4.5,?,0.944,3.04,161.0,?,?,1
?,?,96.0,1.5,0.531,0.813,?,?,?,18.0,1
10.0,?,?,?,0.278,0.583,?,128.0,268.0,77.0,1
14.0,440.0,6160.0,31.429,?,?,?,975.0,?,?,1
?,?,?,?,0.505,0.512,?,541.0,549.0,?,0
8.0,240.0,1920.0,?,?,?,?,?,?,264.0,1
6.0,100.0,?,?,0.345,?,1.68,207.0,?,?,1
9.0,?,90.0,?,0.344,0.789,2.07,31.0,71.0,15.0,1
?,252.0,?,25.2,0.377,?,?,?,?,?,1
5.0,14.0,70.0,?,?,0.943,2.28,41.0,66.0,18.0,1
66.0,?,?,?,?,0.909,2.6,?,180.0,50.0,0
?,27.0,?,?,0.343,?,1.76,74.0,168.0,?,1
?,?,?,43.0,?,?,?,?,?,4.0,0
?,19.0,114.0,?,0.254,?,1.16,29.0,109.0,25.0,1
?,?,15.0,0.6,?,?,?,7.0,9.0,?,0
9.0,?,?,9.222,?,?,2.05,250.0,630.0,?,1
6.0,?,72.0,?,0.292,?,1.62,?,56.0,13.0,1
?,?,970.0,?,0.425,?,?,412.0,800.0,152.0,1
?,?,30.0,?,0.433,?,1.63,13.0,?,?,1
?,36.0,?,?,?,?,2.37,?,218.0,?,1
8.0,?,?,?,0.406,0.917,1.56,39.0,88.0,?,1
9.0,?,351.0,4.333,0.293,?,2.06,103.0,329.0,50.0,1
7.0,15.0,?,2.143,?,?,1.46,35.0,88.0,?,1
2.0,536.0,?,268.0,0.5379999999999999,?,?,?,?,?,0
10.0,39.0,390.0,?,?,?,?,120.0,?,71.0,1
?,?,?,?,0.463,0.848,?,584.0,1068.0,?,1
?,?,344.0,5.375,0.349,0.8140000000000001,?,?,?,?,1
8.0,?,?,4.5,?,?,2.21,?,153.0,?,1
?,16.0,128.0,?,?,?,1.42,?,?,?,1
10.0,63.0,630.0,?,?,0.617,?,116.0,?,83.0,1
?,?,64.0,1.0,0.359,?,?,?,?,15.0,1
?,?,85.0,85.0,?,?,?,75.0,85.0,6.0,0
98.0,3.0,?,?,0.48,?,141.0,141.0,?,1.0,0
?,322.0,?,10.387,?,0.753,?,?,?,?,1
?,?,363.0,3.0,0.278,?,?,101.0,?,48.0,1
?,?,1098.0,13.556,?,0.8290000000000001,?,?,910.0,144.0,1
?,?,?,?,0.4,?,1.17,14.0,?,12.0,1
7.0,?,49.0,?,?,0.959,?,45.0,?,?,1
?,?,?,?,?,?,24.5,98.0,102.0,?,0
4.0,5.0,20.0,1.25,0.35,?,?,?,?,3.0,0
?,272.0,2176.0,34.0,0.197,?,?,?,1369.0,?,1
?,?,323.0,?,0.362,0.381,58.5,117.0,?,2.0,1
10.0,7.0,70.0,?,0.314,?,1.83,?,?,12.0,1
?,55.0,?,55.0,?,1.0,?,31.0,?,?,0
10.0,263.0,2630.0,?,?,0.589,?,?,1550.0,?,1
?,?,98.0,2.0,?,?,?,29.0,?,?,1
21.0,4.0,?,0.19,?,?,3.71,?,54.0,?,0
8.0,?,1112.0,?,?,?,?,?,?,?,1
10.0,?,170.0,1.7,0.224,?,2.38,?,124.0,16.0,1
?,19.0,?,2.375,?,?,?,54.0,?,27.0,1
?,84.0,?,?,0.917,1.0,?,?,84.0,4.0,0
6.0,13.0,78.0,?,0.3720000000000001,?,1.71,29.0,?,?,1
10.0,?,?,15.5,?,?,1.85,?,1244.0,?,1
?,?,312.0,?,?,0.7559999999999999,1.38,95.0,236.0,?,1
8.0,132.0,1056.0,16.5,?,?,?,?,973.0,181.0,1
?,?,?,3.571,?,0.7090000000000001,?,53.0,124.0,?,1
11.0,?,572.0,?,?,0.605,2.05,160.0,346.0,?,1
9.0,?,?,29.333,?,?,?,?,?,?,1
9.0,45.0,?,5.0,?,?,?,?,?,61.0,1
8.0,47.0,376.0,5.875,?,0.753,?,?,283.0,64.0,1
?,29.0,?,?,0.221,0.5720000000000001,3.56,?,166.0,?,1
?,9.0,?,1.0,?,0.802,2.38,31.0,65.0,13.0,1
?,337.0,?,14.042,0.945,?,?,?,?,?,1
8.0,8.0,?,1.0,0.359,?,1.64,23.0,49.0,?,1
5.0,?,165.0,?,0.315,0.909,?,?,?,?,1
?,?,344.0,?,?,?,1.83,?,?,?,1
?,?,357.0,?,?,0.969,1.14,74.0,346.0,?,1
12.0,?,264.0,1.833,?,?,8.94,?,207.0,?,1
?,?,475.0,19.0,0.255,0.787,1.73,?,374.0,70.0,1
?,30.0,300.0,?,?,?,1.79,100.0,?,?,1
10.0,?,?,1.8,0.294,0.911,1.89,53.0,164.0,28.0,1
8.0,?,?,?,0.438,?,2.23,49.0,?,?,1
?,?,?,1.3330000000000002,0.667,0.667,?,?,8.0,1.0,1
9.0,?,2484.0,30.667,?,0.846,2.58,964.0,?,?,1
9.0,107.0,963.0,11.889,0.209,0.778,1.38,?,?,?,1
25.0,292.0,?,11.68,?,0.915,7.51,3448.0,6676.0,?,1
?,?,?,69.0,0.667,?,?,46.0,69.0,11.0,0
9.0,?,?,3.556,0.382,?,?,110.0,228.0,51.0,1
?,12.0,?,?,?,0.8959999999999999,?,39.0,86.0,21.0,1
7.0,?,1561.0,31.857,0.121,0.527,?,?,?,142.0,1
12.0,?,672.0,4.667,?,?,2.02,?,?,?,1
8.0,274.0,?,34.25,?,?,?,?,?,?,1
?,?,140.0,5.6,0.329,0.871,1.77,?,122.0,26.0,1
1.0,115.0,?,115.0,?,?,4.6,?,115.0,5.0,0
?,?,?,?,?,?,1.52,47.0,?,31.0,1
10.0,33.0,330.0,3.3,0.342,?,?,113.0,306.0,68.0,1
7.0,?,441.0,9.0,0.288,?,?,127.0,437.0,79.0,1
?,?,167.0,167.0,?,1.0,1.03,?,167.0,?,1
?,?,?,?,0.353,0.826,1.91,?,?,34.0,1
14.0,385.0,?,27.5,?,0.561,4.83,1990.0,?,?,1
?,?,70.0,?,0.329,?,?,?,?,18.0,1
8.0,?,544.0,?,?,0.868,1.91,?,472.0,96.0,1
?,?,63.0,1.286,?,?,2.45,27.0,?,11.0,1
12.0,69.0,828.0,5.75,?,0.74,3.48,?,613.0,?,1
3.0,?,93.0,?,0.226,0.774,2.1,21.0,72.0,10.0,1
9.0,56.0,504.0,6.222,?,?,2.22,?,469.0,77.0,1
10.0,288.0,?,28.8,?,0.564,?,?,1624.0,365.0,1
7.0,?,189.0,3.857,0.238,?,2.81,45.0,?,?,1
14.0,?,?,10.071,?,0.67,?,549.0,?,?,1
?,54.0,486.0,6.0,?,?,1.98,190.0,397.0,?,1
10.0,?,?,25.1,?,0.5670000000000001,?,378.0,?,?,1
?,?,?,?,0.727,?,?,?,?,6.0,0
6.0,?,?,?,0.377,0.862,?,52.0,119.0,?,1
9.0,27.0,?,3.0,?,0.856,1.85,87.0,208.0,?,1
?,77.0,?,?,?,0.905,2.64,?,?,?,1
12.0,72.0,?,6.0,0.228,0.78,?,197.0,674.0,?,1
?,?,180.0,?,0.6559999999999999,?,?,?,?,?,1
?,?,192.0,3.0,?,0.672,1.85,?,?,27.0,1
9.0,?,?,?,?,0.605,1.93,356.0,866.0,?,1
?,?,8.0,?,?,1.0,8.0,?,?,?,0
?,?,?,?,?,?,1.63,?,538.0,?,1
?,?,?,?,0.452,?,?,38.0,?,19.0,1
8.0,231.0,1848.0,?,0.228,0.569,1.64,?,?,?,1
12.0,22.0,?,1.833,?,?,?,?,?,?,1
?,30.0,?,3.0,?,?,2.78,?,?,?,1
7.0,?,203.0,?,?,?,1.4,73.0,190.0,?,1
?,?,?,14.625,0.173,?,1.3,?,?,125.0,1
9.0,37.0,?,4.1110000000000015,0.213,0.706,?,?,?,46.0,1
1.0,?,7.0,7.0,1.0,?,?,?,7.0,1.0,1
1.0,?,?,14.0,0.929,?,?,13.0,14.0,1.0,0
?,?,?,?,?,0.61,?,?,?,?,1
6.0,?,?,?,?,?,1.28,23.0,78.0,18.0,1
?,26.0,156.0,?,0.288,0.679,1.41,45.0,?,32.0,1
1.0,?,22.0,22.0,0.818,?,4.5,?,?,4.0,0
?,?,568.0,?,?,?,1.83,187.0,441.0,?,1
?,?,220.0,1.818,0.168,?,?,?,?,?,1
8.0,?,112.0,1.75,?,0.768,2.6,?,?,?,1
14.0,?,?,23.286,?,0.589,?,1657.0,?,?,1
?,?,392.0,6.125,0.406,0.742,1.81,?,291.0,?,1
1.0,?,?,107.0,?,1.0,18.6,?,107.0,?,0
?,195.0,1755.0,?,0.126,0.383,?,?,673.0,144.0,1
8.0,?,?,1.5,?,?,2.19,?,96.0,?,1
?,?,?,?,0.55,0.733,9.9,?,132.0,10.0,1
13.0,?,1729.0,10.231,?,0.721,4.9,?,1247.0,?,1
9.0,?,162.0,?,?,0.901,?,57.0,?,31.0,1
?,7.0,35.0,1.4,0.6,?,3.5,21.0,31.0,6.0,1
?,?,?,?,?,0.611,1.28,59.0,?,46.0,1
?,20.0,40.0,10.0,?,?,?,?,?,?,0
?,181.0,?,?,?,?,?,354.0,1077.0,?,1
12.0,?,?,6.917000000000002,0.301,0.8140000000000001,1.99,?,?,?,1
?,?,?,4.5,?,0.556,?,?,?,?,0
6.0,?,180.0,5.0,0.45,0.833,?,?,?,?,1
10.0,?,340.0,3.4,0.388,0.8909999999999999,2.1,?,?,?,1
10.0,?,260.0,?,?,?,2.09,?,?,44.0,1
?,64.0,576.0,7.1110000000000015,0.318,0.818,2.18,183.0,471.0,84.0,1
25.0,?,?,4.6,?,0.65,?,?,?,?,1
7.0,33.0,?,?,0.299,0.848,1.44,?,?,?,1
6.0,85.0,510.0,14.167,0.239,?,1.42,122.0,370.0,?,1
?,8.0,56.0,1.143,0.321,0.7859999999999999,?,?,?,13.0,1
7.0,25.0,175.0,?,0.331,?,1.41,58.0,?,?,1
11.0,303.0,?,?,?,?,?,?,666.0,67.0,1
67.0,296.0,?,4.418,?,0.285,?,?,?,1134.0,1
7.0,?,77.0,?,0.455,?,?,35.0,75.0,20.0,1
?,6.0,54.0,?,?,?,?,?,49.0,?,1
9.0,321.0,?,?,?,?,?,446.0,1597.0,?,1
8.0,?,?,?,?,1.0,1.61,58.0,144.0,36.0,1
10.0,292.0,?,?,0.203,0.649,1.5,?,?,?,1
?,?,128.0,?,?,0.852,?,54.0,109.0,30.0,1
4.0,14.0,?,?,?,0.732,1.67,15.0,41.0,9.0,1
?,?,?,?,?,0.961,2.73,?,1055.0,152.0,1
?,?,117.0,117.0,0.393,?,?,?,?,?,0
?,35.0,?,?,0.337,?,?,?,249.0,?,1
5.0,?,135.0,5.4,0.407,0.815,?,55.0,110.0,?,1
?,?,?,9.5,?,0.906,2.46,155.0,?,63.0,1
9.0,?,?,27.778,?,0.737,2.44,781.0,1659.0,?,1
?,46.0,92.0,23.0,?,0.7609999999999999,?,?,?,?,0
?,?,?,?,0.307,0.987,1.38,47.0,151.0,34.0,1
8.0,346.0,?,43.25,0.166,?,?,?,?,?,1
8.0,?,?,16.875,0.077,?,1.54,?,317.0,54.0,1
10.0,121.0,?,12.1,?,0.879,2.61,?,?,?,1
9.0,51.0,459.0,?,0.296,0.7859999999999999,2.34,?,361.0,?,1
8.0,?,?,?,?,?,1.79,125.0,225.0,70.0,1
?,?,?,21.182,?,0.677,?,?,?,?,1
?,151.0,1359.0,?,0.185,0.5660000000000001,?,251.0,?,?,1
?,183.0,?,?,?,0.787,?,?,?,?,1
8.0,113.0,904.0,14.125,?,?,?,190.0,?,?,1
?,?,?,12.0,?,?,?,274.0,?,134.0,1
?,38.0,418.0,3.455,0.328,0.852,?,137.0,?,70.0,1
?,61.0,488.0,7.625,?,?,1.94,?,?,86.0,1
?,14.0,?,?,?,?,3.6,?,?,5.0,1
?,?,77.0,1.571,0.143,?,1.57,?,43.0,7.0,1
?,?,70.0,2.8,?,?,1.38,29.0,?,21.0,1
9.0,?,1395.0,17.222,?,0.723,2.54,511.0,?,201.0,1
9.0,35.0,?,?,0.381,0.8059999999999999,2.14,120.0,?,?,1
?,30.0,?,?,0.352,0.79,1.54,?,?,48.0,1
?,?,?,?,0.564,1.0,?,53.0,94.0,16.0,0
?,99.0,?,?,0.503,0.942,2.4,199.0,373.0,?,1
?,18.0,?,2.571,?,0.984,?,50.0,?,28.0,1
?,?,?,?,?,0.742,2.0,38.0,89.0,19.0,1
7.0,4.0,?,0.5710000000000001,0.393,0.679,?,11.0,19.0,?,1
5.0,?,85.0,3.4,0.376,?,2.91,32.0,63.0,11.0,1
?,?,372.0,?,0.234,0.852,?,87.0,?,?,1
17.0,9.0,153.0,?,?,?,1.88,32.0,?,17.0,0
?,?,576.0,16.0,0.234,?,2.01,135.0,?,67.0,1
?,?,333.0,4.1110000000000015,?,?,?,199.0,315.0,?,1
8.0,?,120.0,?,?,?,?,51.0,111.0,?,1
6.0,?,168.0,?,0.149,0.375,?,?,?,17.0,1
?,21.0,?,2.625,?,?,2.35,?,154.0,31.0,1
7.0,?,?,?,?,0.67,?,?,?,65.0,1
6.0,96.0,576.0,?,0.238,0.778,?,?,?,?,1
?,273.0,3822.0,19.5,0.373,0.701,?,?,?,310.0,1
8.0,?,168.0,2.625,0.31,?,1.68,?,?,31.0,1
?,?,?,?,?,0.925,?,34.0,?,?,1
?,19.0,133.0,2.714,?,0.632,?,38.0,?,?,1
?,14.0,98.0,?,?,?,2.67,?,97.0,?,1
9.0,?,4815.0,?,0.173,0.667,?,?,?,?,1
?,?,?,5.1,?,0.8140000000000001,?,143.0,?,?,1
?,62.0,682.0,?,0.218,0.705,?,?,?,?,1
9.0,?,?,6.222,?,?,1.26,?,?,84.0,1
11.0,183.0,?,?,?,0.841,?,937.0,?,?,1
9.0,?,837.0,10.333,?,0.895,1.74,?,?,?,1
9.0,49.0,?,5.444,0.265,0.653,1.36,117.0,?,?,1
8.0,13.0,?,?,0.423,0.99,1.76,44.0,?,25.0,1
83.0,277.0,?,3.337,?,0.365,?,?,?,?,0
25.0,?,25.0,?,?,1.0,25.0,25.0,?,1.0,0
24.0,?,?,5.625,?,0.966,?,?,3131.0,?,1
9.0,?,1575.0,19.44400000000001,0.177,0.624,1.26,?,983.0,?,1
?,?,?,?,0.426,0.989,?,81.0,188.0,57.0,1
?,?,?,?,?,0.878,1.9,135.0,?,71.0,1
?,?,?,1.571,?,0.974,1.48,31.0,?,?,1
?,96.0,?,?,0.314,?,?,211.0,664.0,119.0,1
13.0,?,?,17.538,0.24,?,?,?,2765.0,?,1
?,?,153.0,?,0.183,?,1.75,?,81.0,16.0,1
?,?,?,5.0,0.442,?,3.31,?,387.0,54.0,1
8.0,84.0,672.0,10.5,0.36,0.954,1.94,242.0,641.0,125.0,1
?,?,176.0,?,?,1.0,2.03,71.0,176.0,?,1
8.0,5.0,?,0.625,?,?,?,?,40.0,11.0,1
9.0,?,945.0,?,?,?,?,?,?,?,1
?,159.0,1590.0,?,?,0.763,?,600.0,1213.0,?,1
8.0,71.0,?,8.875,0.289,?,1.64,?,326.0,?,1
?,?,252.0,3.111,0.25,?,?,?,194.0,?,1
?,157.0,314.0,?,?,0.551,?,?,?,6.0,0
?,11.0,88.0,?,0.25,0.83,1.29,22.0,?,17.0,1
?,9.0,?,?,0.522,?,?,?,?,5.0,1
6.0,?,?,11.833,0.329,?,?,?,?,89.0,1
8.0,31.0,?,3.875,?,0.742,?,102.0,184.0,?,1
6.0,18.0,?,3.0,0.343,0.926,1.76,?,?,21.0,1
5.0,26.0,?,5.2,?,0.785,2.37,64.0,?,?,1
7.0,11.0,?,?,0.364,0.922,1.75,?,71.0,16.0,1
?,27.0,?,3.375,0.208,0.852,1.45,45.0,?,31.0,1
6.0,?,?,?,?,?,1.11,196.0,?,?,1
?,?,?,?,0.281,0.838,?,323.0,?,?,1
?,170.0,?,7.082999999999998,?,?,?,3799.0,?,?,1
?,23.0,?,3.286,0.348,?,?,?,161.0,?,1
?,?,98.0,?,0.184,?,?,18.0,60.0,1.0,1
10.0,?,?,?,?,0.799,?,251.0,?,122.0,1
?,?,?,?,0.381,?,?,?,?,65.0,1
6.0,?,?,?,0.303,?,1.58,71.0,?,45.0,1
11.0,?,?,2.273,0.276,0.629,?,76.0,173.0,40.0,1
12.0,261.0,?,?,?,0.578,1.92,698.0,1810.0,?,1
?,?,?,13.143,0.309,0.8959999999999999,?,199.0,?,106.0,1
2.0,?,?,?,0.523,?,?,?,609.0,?,0
11.0,?,?,3.0,?,?,?,?,252.0,?,1
8.0,?,416.0,6.5,?,?,?,187.0,?,?,1
5.0,?,?,8.6,?,?,1.33,?,169.0,?,1
6.0,49.0,?,?,?,0.527,2.94,?,155.0,?,1
8.0,?,32.0,0.5,?,1.0,2.17,13.0,32.0,?,1
?,12.0,12.0,12.0,?,?,4.0,8.0,12.0,2.0,0
9.0,?,?,3.0,0.346,0.951,1.95,?,231.0,43.0,1
28.0,333.0,?,11.893,?,0.65,?,3270.0,?,?,1
?,36.0,?,3.6,?,0.711,1.86,95.0,?,?,1
?,?,?,?,?,?,?,?,168.0,26.0,1
1.0,257.0,257.0,257.0,?,?,?,?,?,1.0,0
8.0,63.0,504.0,?,?,0.6940000000000001,1.52,129.0,?,?,1
8.0,35.0,?,4.375,?,0.918,?,110.0,257.0,?,1
?,64.0,?,5.818,0.25,0.597,?,176.0,?,88.0,1
?,?,?,?,?,0.821,2.75,919.0,?,?,1
?,475.0,950.0,?,0.504,?,95.8,479.0,?,?,0
?,12.0,120.0,?,0.208,0.583,1.67,25.0,70.0,15.0,0
?,6.0,48.0,0.75,0.5,?,?,?,?,?,1
8.0,275.0,?,34.375,?,?,1.31,460.0,1621.0,?,1
16.0,424.0,?,26.5,0.371,0.7190000000000001,?,?,?,?,1
?,?,?,9.5,0.184,?,3.5,7.0,?,?,1
10.0,212.0,?,?,?,?,1.85,?,1293.0,?,1
?,245.0,?,22.273000000000003,0.252,0.8290000000000001,?,678.0,2235.0,?,1
?,70.0,70.0,70.0,1.0,?,?,?,70.0,1.0,0
11.0,?,1397.0,?,0.266,?,?,371.0,?,?,1
?,7.0,42.0,?,?,?,?,17.0,?,9.0,1
14.0,?,70.0,0.357,0.443,0.514,?,31.0,?,?,1
?,?,?,6.0,?,?,6.4,531.0,745.0,83.0,1
9.0,?,?,?,?,?,2.18,?,448.0,?,1
?,17.0,?,?,?,?,1.56,25.0,61.0,?,1
?,?,?,11.68,?,0.914,?,?,?,?,1
11.0,101.0,?,9.182,0.264,0.852,1.65,?,?,?,1
4.0,?,?,?,0.5,?,?,8.0,8.0,1.0,1
?,?,232.0,3.625,?,1.0,2.15,?,232.0,48.0,1
14.0,?,266.0,1.357,0.113,?,30.0,30.0,?,1.0,0
?,114.0,456.0,28.5,0.393,?,1.83,179.0,446.0,?,1
?,?,?,?,?,0.5770000000000001,1.67,?,45.0,?,1
6.0,?,66.0,?,?,?,?,21.0,47.0,16.0,1
10.0,?,?,?,?,0.875,2.98,575.0,1103.0,193.0,1
?,?,288.0,?,0.302,0.7809999999999999,2.07,?,225.0,?,1
?,299.0,?,33.222,0.133,0.574,?,358.0,?,?,1
?,80.0,800.0,8.0,?,?,2.02,246.0,670.0,?,1
?,28.0,336.0,2.333,0.265,?,3.07,89.0,199.0,29.0,1
8.0,?,?,?,0.375,0.86,?,?,?,?,1
10.0,?,360.0,3.6,0.356,?,2.33,128.0,?,?,1
?,9.0,?,1.286,?,0.905,2.2,22.0,57.0,?,1
54.0,?,?,0.889,?,0.264,6.85,?,685.0,54.0,0
11.0,?,?,?,?,0.628,?,?,?,98.0,1
?,?,?,4.455,0.343,0.6659999999999999,4.3,?,359.0,?,1
1.0,413.0,413.0,413.0,0.998,?,412.0,412.0,?,1.0,0
?,44.0,264.0,?,?,?,1.23,70.0,?,57.0,1
?,?,2483.0,14.692,?,0.617,4.71,?,?,?,1
5.0,2.0,?,?,0.7,?,?,?,7.0,1.0,1
13.0,?,78.0,0.462,?,0.449,?,34.0,35.0,1.0,1
?,61.0,610.0,?,0.29,?,?,177.0,401.0,?,1
8.0,532.0,?,?,0.192,?,?,816.0,?,?,1
?,?,72.0,?,0.458,0.986,?,?,71.0,?,1
?,48.0,48.0,?,0.875,?,10.5,?,?,?,0
?,87.0,87.0,87.0,0.92,?,16.0,80.0,?,5.0,0
12.0,146.0,?,?,?,0.128,?,?,?,?,0
?,8.0,?,?,0.417,?,?,?,48.0,7.0,1
?,8.0,?,?,?,?,1.78,?,?,9.0,1
?,1.0,22.0,?,1.0,1.0,22.0,?,?,?,0
10.0,19.0,?,1.9,?,0.8370000000000001,?,?,159.0,13.0,1
1.0,29.0,29.0,?,?,?,?,?,29.0,?,0
8.0,30.0,?,3.75,?,0.8959999999999999,?,82.0,?,41.0,1
?,57.0,?,5.7,0.556,?,?,?,410.0,61.0,1
?,46.0,368.0,5.75,0.391,0.951,1.85,144.0,?,?,1
3.0,?,?,61.0,?,?,29.78,?,?,9.0,0
?,?,?,?,0.358,0.703,?,?,?,190.0,1
?,?,184.0,?,0.239,?,1.76,44.0,?,?,1
7.0,?,133.0,?,0.451,0.97,?,?,129.0,22.0,1
48.0,402.0,?,8.375,?,0.094,?,?,?,256.0,0
16.0,341.0,?,?,?,0.7240000000000001,?,?,3949.0,?,1
?,70.0,560.0,8.75,0.332,?,?,?,502.0,?,1
7.0,?,?,?,0.211,0.7909999999999999,?,?,?,?,1
?,344.0,?,31.273000000000003,?,0.7120000000000001,4.71,?,2694.0,?,1
?,?,?,2.111,0.292,0.684,1.52,50.0,117.0,?,1
?,?,?,?,0.5329999999999999,?,2.0,8.0,?,?,0
9.0,180.0,?,?,?,0.523,1.39,259.0,847.0,186.0,1
9.0,508.0,?,56.444,?,0.52,?,732.0,?,?,1
?,43.0,301.0,?,0.219,?,?,?,?,52.0,1
?,316.0,?,31.6,0.366,0.6729999999999999,?,?,2126.0,?,1
?,?,35.0,?,?,?,1.17,7.0,35.0,6.0,1
?,34.0,238.0,4.857,?,?,?,60.0,238.0,?,1
9.0,43.0,?,4.7780000000000005,?,0.953,?,?,369.0,?,1
?,69.0,552.0,?,?,0.687,?,?,379.0,103.0,1
23.0,271.0,6233.0,11.783,?,0.359,?,?,?,?,1
5.0,?,200.0,?,0.44,0.935,1.4,88.0,187.0,63.0,1
1.0,?,196.0,?,0.98,?,64.0,192.0,?,3.0,0
?,363.0,?,?,0.128,0.532,?,417.0,?,326.0,1
7.0,24.0,?,?,?,?,1.38,?,?,24.0,1
7.0,13.0,91.0,?,?,?,1.41,24.0,?,?,1
10.0,?,1000.0,10.0,0.436,?,2.53,436.0,910.0,?,1
8.0,46.0,368.0,5.75,?,0.918,?,?,338.0,65.0,1
?,13.0,?,2.167,0.333,?,1.37,26.0,66.0,19.0,1
?,185.0,?,13.214,?,0.6509999999999999,2.27,657.0,?,?,1
?,13.0,91.0,1.857,?,?,7.89,?,90.0,9.0,1
?,?,891.0,?,?,0.942,?,413.0,?,164.0,1
10.0,15.0,?,?,?,?,?,37.0,108.0,?,1
12.0,?,2112.0,?,?,0.599,?,637.0,1265.0,244.0,1
?,?,?,25.1,0.179,?,?,449.0,?,?,1
22.0,?,?,3.227,?,?,?,?,?,?,1
?,?,34.0,8.5,?,1.0,?,11.0,34.0,?,1
9.0,30.0,?,?,0.27,?,1.4,?,215.0,52.0,1
?,?,1309.0,?,?,0.747,1.75,309.0,978.0,?,1
13.0,487.0,6331.0,37.462,?,?,2.1,?,?,?,1
10.0,256.0,2560.0,?,0.363,?,2.84,928.0,1959.0,327.0,1
?,?,140.0,?,0.407,?,1.97,?,130.0,?,1
?,262.0,2882.0,?,?,0.57,?,?,?,?,1
?,?,?,1.571,0.338,0.883,1.63,26.0,68.0,?,1
5.0,?,?,?,0.389,?,1.32,?,?,?,1
1.0,?,?,?,0.353,?,1.71,?,?,7.0,0
?,?,84.0,?,0.226,?,?,19.0,?,?,1
?,?,?,?,?,0.92,6.42,?,?,33.0,1
6.0,?,?,16.0,?,?,?,?,?,100.0,1
?,177.0,885.0,?,?,0.498,1.71,200.0,?,?,1
1.0,47.0,?,47.0,0.34,?,1.14,16.0,47.0,14.0,1
?,?,?,1.6,?,?,2.18,24.0,39.0,11.0,1
?,?,140.0,?,0.436,?,2.35,?,103.0,?,1
?,?,?,4.714,0.342,0.848,?,79.0,?,40.0,1
11.0,?,?,?,?,?,?,?,?,163.0,1
9.0,?,1143.0,?,0.213,?,?,?,?,154.0,1
?,18.0,?,?,?,0.8640000000000001,?,?,?,?,1
?,32.0,160.0,6.4,0.431,?,?,69.0,?,47.0,1
5.0,?,?,?,0.338,0.723,2.2,22.0,47.0,?,1
6.0,33.0,198.0,?,0.247,0.813,?,49.0,?,?,1
?,145.0,?,0.863,?,0.963,?,?,?,?,0
?,58.0,?,?,?,?,3.85,239.0,?,62.0,1
?,?,?,?,0.3,?,?,57.0,172.0,34.0,1
?,67.0,?,4.467,?,?,3.59,?,610.0,?,1
8.0,?,?,3.75,0.354,0.75,?,85.0,?,42.0,1
?,30.0,210.0,?,0.324,?,?,68.0,199.0,44.0,1
9.0,?,252.0,?,0.258,0.607,1.51,65.0,153.0,?,1
1.0,27.0,?,?,0.593,?,4.0,?,27.0,4.0,1
?,?,80.0,0.8,?,?,9.0,?,?,6.0,1
?,26.0,286.0,2.364,?,0.804,1.79,75.0,230.0,?,1
?,15.0,?,?,?,?,2.2,?,66.0,?,1
?,85.0,?,9.444,0.395,?,?,302.0,647.0,130.0,1
?,69.0,?,1.816,?,0.8390000000000001,4.27,?,?,?,1
10.0,16.0,160.0,1.6,?,?,?,?,123.0,?,1
?,9.0,54.0,1.5,0.352,0.87,1.58,19.0,?,?,1
?,65.0,65.0,?,0.6459999999999999,?,?,42.0,65.0,?,0
?,?,?,2.0,0.375,0.944,?,27.0,?,?,1
?,?,?,?,0.385,0.87,?,?,174.0,36.0,1
?,?,333.0,4.1110000000000015,0.453,0.964,2.7,151.0,?,56.0,1
?,?,1704.0,11.833,0.337,0.759,3.04,?,?,189.0,1
?,?,7.0,0.143,1.0,?,?,?,7.0,1.0,0
?,47.0,?,?,?,0.7390000000000001,?,?,139.0,?,1
?,509.0,?,56.556,?,0.379,?,439.0,?,?,1
?,40.0,280.0,?,?,?,?,?,?,?,1
8.0,14.0,?,1.75,0.42,?,?,47.0,88.0,25.0,1
?,45.0,?,6.428999999999999,?,0.7709999999999999,?,120.0,243.0,?,1
?,?,?,18.0,0.389,1.0,?,7.0,?,?,1
?,187.0,?,7.48,?,0.939,?,?,?,306.0,1
9.0,132.0,1188.0,?,0.168,0.693,?,199.0,?,149.0,1
?,87.0,?,?,0.444,?,2.37,?,?,147.0,1
6.0,12.0,?,?,?,1.0,?,23.0,?,15.0,1
2.0,?,?,88.0,0.528,0.605,31.0,?,?,6.0,0
9.0,?,180.0,?,?,0.556,?,?,?,20.0,1
14.0,192.0,?,13.714,0.234,?,?,628.0,1584.0,?,1
8.0,240.0,?,?,0.194,0.515,1.34,?,?,279.0,1
?,67.0,536.0,8.375,0.392,0.7240000000000001,?,210.0,388.0,91.0,1
